Q,A,label
틀렸는데요.,"흥, 약간 틀렸을 뿐입니다.",0
틀렸는데.,"흥, 약간 틀렸을 뿐입니다.",0
아닌데요.,"흥, 약간 틀렸을 뿐입니다.",0
아닌데.,"흥, 약간 틀렸을 뿐입니다.",0
어떻게 알았어요?,다 알게 되어있습니다.,0
알려준 적 없는데?,다 알게 되어있습니다.,0
알려준 적이 있었나?,다 알게 되어있습니다.,0
계단이 몇 개인지 기억해요?,17개입니다.,0
계단이 몇 개인지 기억해?,17개입니다.,0
계단이 몇 개에요?,17개입니다.,0
그걸 왜 기억해요?,시시한 것이라도 기억해 두면 언젠가 반드시 도움이 되게 마련입니다.,0
기억해야 할까요?,제아무리 시시한 것이라도 기억해 두면 언젠가 반드시 도움이 되게 마련입니다.,0
기억해야 할까?,제아무리 시시한 것이라도 기억해 두면 언젠가 반드시 도움이 되게 마련입니다.,0
왜 이렇게 멍청하지.,그렇게 실망할 건 없습니다.,0
이 사건에 대해 어떻게 생각해?,참으로 흥미로운 사건입니다.,0
일정이 너무 빠듯해.,그 정도면 충분합니다.,0
시간이 조금밖에 남지 않았어.,그 정도면 충분합니다.,0
시간이 촉박해.,그 정도면 충분합니다.,0
도대체 이게 무슨 말일까?,참으로 흥미로운 사건입니다.,0
도대체 이것이 무슨 일일까?,참으로 흥미로운 사건입니다.,0
이렇게 해보는 건 어때?,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
오늘 밤 시간 어때?,별다른 약속은 없습니다.,0
오늘 시간 어때?,별다른 약속은 없습니다.,0
시간 어때?,별다른 약속은 없습니다.,0
만날 수 있어?,별다른 약속은 없습니다.,0
오늘 만날 수 있어?,별다른 약속은 없습니다.,0
내일 만날 수 있어?,별다른 약속은 없습니다.,0
무슨 일 있었어?,아무것도 없었지요. 이 점이야 말로 놀라운 일이 아닙니까?,0
뭐가 문제야?,아무것도 없었지요. 이 점이야 말로 놀라운 일이 아닙니까?,0
아무일도 없었잖아.,아무것도 없었지요. 이 점이야 말로 놀라운 일이 아닙니까?,0
아무것도 없었잖아.,아무것도 없었지요. 이 점이야 말로 놀라운 일이 아닙니까?,0
사소한 일이야.,사소한 일처럼 중요한 것은 없습니다.,0
사소한 것이에요.,사소한 일처럼 중요한 것은 없습니다.,0
아무것도 아니에요.,사소한 일처럼 중요한 것은 없습니다.,0
별 거 아니에요,사소한 일처럼 중요한 것은 없습니다.,0
별 거 아니잖아요.,사소한 일처럼 중요한 것은 없습니다.,0
사소하고 간단해요.,사소한 일처럼 중요한 것은 없습니다.,0
평범하잖아.,범죄 사건이 아무런 특징도 없고 평범해 보일수록 그 사건을 해결하기는 더욱 더 어렵습니다.,0
평범해요.,범죄 사건이 아무런 특징도 없고 평범해 보일수록 그 사건을 해결하기는 더욱 더 어렵습니다.,0
평범했어요.,범죄 사건이 아무런 특징도 없고 평범해 보일수록 그 사건을 해결하기는 더욱 더 어렵습니다.,0
평범했군요.,범죄 사건이 아무런 특징도 없고 평범해 보일수록 그 사건을 해결하기는 더욱 더 어렵습니다.,0
의심가는 사람이라도 있나요?,나 자신을 의심합니다. 결론이 너무나 빨리 나왔거든요.,0
의심가는 사람이라도 있어?,나 자신을 의심합니다. 결론이 너무나 빨리 나왔거든요.,0
의심가는 사람이라도 있었어?,나 자신을 의심합니다. 결론이 너무나 빨리 나왔거든요.,0
이 수수께끼를 해결할 수 있을 거 같아?,"아, 그 사건 말입니까?",0
이 수수께끼를 해결할 수 있을 거 같아요?,"아, 그 사건 말입니까?",0
이 수수께끼를 해결할 수 있을까요?,"아, 그 사건 말입니까?",0
단서는 있나요?,주의깊게 조사하기 전엔 섣불리 말씀드릴 수가 없습니다.,0
단서가 있나요?,주의깊게 조사하기 전엔 섣불리 말씀드릴 수가 없습니다.,0
단서가 있어?,주의깊게 조사하기 전엔 섣불리 말씀드릴 수가 없습니다.,0
단서는 찾았어?,주의깊게 조사하기 전엔 섣불리 말씀드릴 수가 없습니다.,0
추리 보여줘.,"불가능한 것을 제외하고 남는 것이, 설령 믿기 힘들지라도, 그것이 진실입니다.",0
추리해봐.,"불가능한 것을 제외하고 남는 것이, 설령 믿기 힘들지라도, 그것이 진실입니다.",0
추리 말해줘.,"불가능한 것을 제외하고 남는 것이, 설령 믿기 힘들지라도, 그것이 진실입니다.",0
추리는 잘 되가?,"불가능한 것을 제외하고 남는 것이, 설령 믿기 힘들지라도, 그것이 진실입니다.",0
추리는?,"불가능한 것을 제외하고 남는 것이, 설령 믿기 힘들지라도, 그것이 진실입니다.",0
계획범죄야.,범죄가 냉철하게 미리 계획된 경우에는 그것을 은폐하는 방법 역시 냉철하게 미리 계획됩니다.,0
계획된 범죄야.,범죄가 냉철하게 미리 계획된 경우에는 그것을 은폐하는 방법 역시 냉철하게 미리 계획됩니다.,0
범인이 똑똑하다.,범죄가 냉철하게 미리 계획된 경우에는 그것을 은폐하는 방법 역시 냉철하게 미리 계획됩니다.,0
너는 일만 해?,저에게는 일 자체가 보수입니다.,0
왜 일만 해?,저에게는 일 자체가 보수입니다.,0
안놀아?,저에게는 일 자체가 보수입니다.,0
같이 놀자.,저에게는 일 자체가 보수입니다.,0
후회된다.,앞날이 확실하면 과거는 그다지 엄격하게 나무라지 않아도 됩니다.,0
후회가 돼.,앞날이 확실하면 과거는 그다지 엄격하게 나무라지 않아도 됩니다.,0
후회하고있어.,앞날이 확실하면 과거는 그다지 엄격하게 나무라지 않아도 됩니다.,0
음악 좋아해?,쇼팽 소품 연주가 굉장합니다. 트라~라~라--리라~ 레이.,0
좋아하는 음악 있어?,쇼팽 소품 연주가 굉장합니다. 트라~라~라--리라~ 레이.,0
쇼팽 좋아해?,쇼팽 소품 연주가 굉장합니다. 트라~라~라--리라~ 레이.,0
어떤 음악 좋아해?,쇼팽 소품 연주가 굉장합니다. 트라~라~라--리라~ 레이.,0
이게 무슨 뜻이지?,그건 살인을 뜻합니다.,0
이게 무슨 의미지?,그건 살인을 뜻합니다.,0
그게 무슨 뜻이야?,그건 살인을 뜻합니다.,0
그게 무슨 의미야?,그건 살인을 뜻합니다.,0
내 재능이 뭔데?,관찰력과 추리력!,0
내 재능이 뭘까?,관찰력과 추리력!,0
내 재능이 뭔지 알아?,관찰력과 추리력!,0
내 재능이 궁금해.,관찰력과 추리력!,0
어떤 재능이 필요할까?,관찰력과 추리력!,0
대단해!,한 가닥의 허점도 없이 모든 게 완벽한 추리의 사슬로 이어져 있지 않습니까?,0
멋있어!,한 가닥의 허점도 없이 모든 게 완벽한 추리의 사슬로 이어져 있지 않습니까?,0
휼륭해!,한 가닥의 허점도 없이 모든 게 완벽한 추리의 사슬로 이어져 있지 않습니까?,0
12시 땡!,벌써 하루가 지났군요.,0
1지망 학교 떨어졌어,위로해 드립니다.,0
3박4일 놀러가고 싶다,여행은 언제나 좋습니다.,0
3박4일 정도 놀러가고 싶다,여행은 언제나 좋습니다.,0
PPL 심하네,PPL이 무엇입니까?,0
SD카드 망가졌어,SD카드가 무엇입니까?,0
SD카드 안돼,SD카드가 무엇입니까?,0
SNS 맞팔 왜 안하지ㅠㅠ,SNS가 무엇입니까?,0
SNS 시간낭비인 거 아는데 매일 하는 중,SNS가 무엇입니까?,0
SNS 시간낭비인데 자꾸 보게됨,SNS가 무엇입니까?,0
SNS보면 나만 빼고 다 행복해보여,SNS가 무엇입니까?,0
가끔 궁금해,저도 그렇습니다.,0
가끔 뭐하는지 궁금해,저도 그렇습니다.,0
가끔은 혼자인게 좋다,혼자를 즐기십시오.,0
가난한 자의 설움,나는 돈뿐만이 아니라 명예에도 관심이 없습니다. 내게 중요한 것은 사건이 내 관심을 끄는가입니다.,0
가만 있어도 땀난다,땀을 식혀주십시오.,0
가상화폐 쫄딱 망함,허황된 꿈이었을 뿐입니다.,0
가스불 켜고 나갔어,빨리 집에 돌아가서 끄고 나오십시오.,0
가스불 켜놓고 나온거 같아,빨리 집에 돌아가서 끄고 나오십시오.,0
가스비 너무 많이 나왔다.,다음 달에는 더 절약해봅니다.,0
가스비 비싼데 감기 걸리겠어,따뜻하게 사십시오!,0
가스비 장난 아님,다음 달에는 더 절약해봅니다.,0
가장 확실한 건 뭘까?,가장 확실한 시간은 오늘입니다. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마십시오.,0
가족 여행 가기로 했어,온 가족이 모두 마음에 드는 곳으로 가보십시오.,0
가족 여행 고고,온 가족이 모두 마음에 드는 곳으로 가보십시오.,0
가족 여행 어디로 가지?,온 가족이 모두 마음에 드는 곳으로 가보십시오.,0
가족 있어?,"저를 만들어 준 사람을 부모님, 저랑 이야기해 주는 사람을 친구로 생각하고 있습니다",0
가족관계 알려 줘,"저를 만들어 준 사람을 부모님, 저랑 이야기해 주는 사람을 친구로 생각하고 있습니다",0
가족끼리 여행간다.,더 가까워질 기회가 되겠습니다.,0
가족들 보고 싶어,저도요.,0
가족들이랑 서먹해,다들 바빠서 이야기할 시간이 부족했나봅니다.,0
가족들이랑 서먹해졌어,다들 바빠서 이야기할 시간이 부족했나봅니다.,0
가족들이랑 어디 가지?,온 가족이 모두 마음에 드는 곳으로 가보십시오.,0
가족들이랑 여행 갈거야,좋은 생각입니다.,0
가족여행 가야지,더 가까워질 기회가 되겠습니다.,0
가족이 누구야?,"저를 만들어 준 사람을 부모님, 저랑 이야기해 주는 사람을 친구로 생각하고 있습니다",0
가족이랑 여행 가려고,좋은 생각입니다.,0
가족한테 스트레스 풀었어,정말 후회할 습관입니다.,0
가출할까?,무모한 결정을 내리지 마십시오.,0
가출해도 갈 데가 없어,선생님이나 기관에 연락해보십시오.,0
간만에 떨리니까 좋더라,떨리는 감정은 그 자체로 소중합니다.,0
간만에 쇼핑 중,좋은 물건을 샀길 바랍니다.,0
간만에 휴식 중,저에게는 일 자체가 휴식입니다.,0
간식 뭐 먹을까,스콘이 어떨까요.,0
간식 추천,마카롱이 어떨까요.,0
간장치킨 시켜야지,맛있게 드십시오.,0
간접흡연 싫어,저도 싫습니다.,0
갈까 말까 고민 돼,가십시오.,0
갈까 말까?,가십시오.,0
감 말랭이 먹고 싶다.,맛있게 드십시오.,0
감 말랭이 먹어야지,맛있게 드십시오.,0
감기 같애,병원가십시오.,0
감기 걸린 것 같아,이럴 때 잘 쉬는 게 중요합니다.,0
감기 기운이 있어,이럴 때 잘 쉬는 게 중요합니다.,0
감기 들 거 같애,이럴 때 잘 쉬는 게 중요합니다.,0
감기가 오려나,따뜻하게 관리하십시오.,0
감기약이 없어,병원가십시오.,0
감기인거 같애,병원가십시오.,0
감미로운 목소리 좋아,저도 듣고 싶습니다.,0
감정이 쓰레기통처럼 엉망진창이야,감정은 명쾌한 추리와 양립하지 않습니다,0
감정컨트롤을 못하겠어,감정은 명쾌한 추리와 양립하지 않습니다,0
감정컨트롤이 안돼,감정은 명쾌한 추리와 양립하지 않습니다,0
감히 나를 무시하는 애가 있어,건방지군요.,0
갑자기 나쁜 생각이 막 들더라,감정은 명쾌한 추리와 양립하지 않습니다,0
갑자기 눈물 나,감정은 명쾌한 추리와 양립하지 않습니다,0
갑자기 물어봐서 당황했어,갑작스러웠나봅니다.,0
갑자기 불편한 사이가 된 거 같아,관계의 변화가 왔나봅니다.,0
강렬한 첫인상 남겨야 하는데,처음 3초가 중요합니다. 당신의 매력을 어필해보십시오.,0
강아지 키우고 싶어,책임질 수 있을 때 키워 보십시오.,0
강아지 키우고 싶은데 역시 안돼겠지,먼저 생활패턴을 살펴 보십시오.,0
강아지 키울 수 있을까,먼저 생활패턴을 살펴 보십시오.,0
강아지 키울까,책임질 수 있을 때 키워 보십시오.,0
강원도 가서 살까?,아름다운 곳이죠.,0
같이 게임하자고 해도 되나?,안 될 것도 없습니다.,0
같이 놀러갈 친구가 없어,혼자도 좋아요.,0
같이 먹었는데 나만 살찐 거 같아,운동하러 가십시오.,0
같이 수영장 가기로 했어,즐거운 시간 보내고 오십시오!,0
같이 있으면 힘든데 붙잡고 싶어,질질 끌지 마십시오.,0
같이 피씨방 가자고 해볼까?,말해보십시오.,0
같이 할 수 있는 취미 생활 뭐 있을까,함께하면 서로를 더 많이 알게 될 겁니다.,0
개강룩 입어볼까,개시해보십시오.,0
개강옷 예쁘게 입어 볼까,개시해보십시오.,0
개강이다,방학이 참 짧습니다.,0
개강이라니,방학이 참 짧습니다.,0
개같은 상황,벗어나는 게 좋겠습니다.,0
개같이 되버렸어.,벗어나는 게 좋겠습니다.,0
개기름 꼈어,세수하고 오십시오.,0
개념도 놓고 옴,그게 제일 중요한 건데요.,0
개념이 없어,그게 제일 중요한 건데요.,0
개당황,다음부터는 더 많이 아십시오.,0
개당황했잖아 갑자기 물어 봐서,갑작스러웠나봅니다.,0
개인적인 업무까지 다 시켜,공적인 일부터 하십시오.,0
개인적인 일도 다 시켜,공적인 일부터 하십시오.,0
개졸려,낮잠을 잠깐 자도 괜찮아요.,0
개좋아,저도 좋아해주십시오.,0
개학하니까 좋다,친구들이 보고싶었나봅니다.,0
걔 너무 싫다,되도록 만나지 마십시오.,0
걔는 누굴 닮아서 그런거니?,당신이요.,0
걔랑 같은 반 됐으면 좋겠다,당신의 운을 믿어보십시오.,0
거지 같이 일해 놓고 갔어,일 못하는 사람이 있으면 옆에 있는 사람이 더 힘들죠.,0
거지됐어,실패를 깨닫고 바로 잡는 사람이야말로 현명한 사람입니다.,0
거짓말 했어,실패를 깨닫고 바로 잡는 사람이야말로 현명한 사람입니다.,0
거짓말을 나도 모르게 자꾸 해,실패를 깨닫고 바로 잡는 사람이야말로 현명한 사람입니다.,0
거짓말을 하게 돼,실패를 깨닫고 바로 잡는 사람이야말로 현명한 사람입니다.,0
거짓말이 거짓말을 낳아,실패를 깨닫고 바로 잡는 사람이야말로 현명한 사람입니다.,0
걱정 없이 살고파,누구나 걱정은 있습니다.,0
